LevelOfTrust;ScanTimeInSeconds;TotalBasketValue;ScannedProducts;CountOfVoidedScans;ActivateWithoutScan;ModifiedQuantities
1;1083;66.12;14;6;4;2
3;510;18.87;15;2;10;5
4;1724;26.71;28;4;8;0
4;218;92.25;17;10;6;3
4;775;90.84;13;0;8;3
4;500;44.44;30;5;6;4
2;119;9.33;7;11;0;5
1;37;50.68;2;8;10;0
1;206;68.56;3;6;2;3
1;420;69.01;1;1;3;1
3;773;3.42;29;2;0;2
5;470;85.06;15;5;1;3
2;45;84.89;5;3;8;1
5;216;85.96;15;4;9;2
1;821;89.45;23;1;5;0
4;1465;36.02;26;8;2;0
3;1296;27.98;26;7;4;3
6;883;21.01;1;11;9;0
3;1575;57.61;12;0;1;1
1;617;39.53;20;3;10;2
6;1081;61.52;25;1;7;1
1;560;35.07;9;3;6;0
2;1172;79.19;23;6;2;5
6;28;94.57;16;7;4;2
6;737;57.52;2;7;3;2
5;1603;24.95;26;8;5;1
2;292;12.87;10;9;7;4
6;541;84.44;25;8;0;4
6;1171;27.92;29;4;3;2
5;575;45.79;27;6;5;1
6;1330;82.43;3;10;5;3
3;714;94.84;21;5;9;1
1;639;89.54;23;8;7;0
2;847;14.97;5;10;8;0
6;891;14.57;8;8;5;3
2;1851;2.68;14;2;4;5
1;66;20.11;20;3;1;2
4;881;83.13;15;6;3;2
6;188;50.78;10;9;5;1
4;1173;67.98;7;3;9;1
4;1668;48.54;22;2;3;1
6;324;37.47;20;5;10;2
3;818;78.19;12;6;4;3
1;1208;15.23;6;1;4;2
6;920;21.74;17;3;10;1
4;1592;74.98;16;2;9;4
4;1697;54.09;21;11;9;3
3;525;67.94;19;6;9;1
6;1404;88.59;4;8;1;5
5;1251;56.61;12;7;9;2
3;641;66.87;22;6;10;0
6;1112;45.78;3;8;6;3
4;1355;76.45;15;5;7;0
3;1885;24.8;4;9;5;0
5;1026;6.09;19;3;6;3
2;1058;62.36;9;10;2;0
3;166;89.92;17;7;5;3
5;1381;79.82;1;2;9;1
5;1161;79.83;30;1;6;5
2;1453;86.34;21;3;9;5
3;1189;64.17;21;0;1;0
5;1461;89.06;10;7;9;1
5;424;0.77;2;4;6;4
6;100;95.18;28;11;4;4
3;1246;87.81;26;1;4;2
1;26;75.49;7;7;8;4
3;1679;23.82;8;11;3;0
3;344;4;25;2;4;2
5;1453;5.63;7;7;0;3
3;1879;84.59;15;6;8;5
5;1756;75.6;26;2;6;5
3;176;59.69;21;10;4;4
5;790;52.73;11;2;8;1
3;675;57.13;6;1;0;1
6;1770;36.72;26;9;1;0
3;448;21.02;9;11;0;5
4;858;95.3;15;10;0;1
3;857;69.99;16;1;4;1
2;964;65.6;12;9;8;2
4;738;97.74;14;11;3;0
1;384;49.86;7;4;9;2
1;1814;79.44;28;0;2;0
3;401;6.68;5;0;2;1
1;1160;24.59;14;9;8;0
4;912;35.67;4;8;5;2
4;1748;36.94;3;10;3;4
3;301;22.52;7;10;10;3
3;120;90.71;25;2;9;1
1;50;52.84;18;5;10;4
3;1184;82.18;10;1;8;0
4;1368;96.73;15;1;4;5
3;406;88.39;7;0;7;2
5;878;7.66;8;3;5;0
4;123;20.63;5;0;10;1
4;629;28;8;6;10;2
5;357;48.84;18;1;3;5
6;1746;27.8;15;6;6;4
1;1238;37.29;11;11;7;0
2;1475;5.15;17;6;1;3
4;302;2.78;23;6;3;0
5;197;91.9;12;8;10;2
1;230;43.79;15;8;9;4
5;229;41.25;29;7;7;4
6;932;25.62;25;6;7;2
2;1609;14.43;1;10;1;1
4;1017;7.94;24;1;3;2
6;1236;13.43;25;2;9;1
3;699;61.41;6;9;9;5
2;1624;51.44;24;11;6;3
5;1085;92.43;9;0;8;5
1;1492;64.55;12;7;8;5
2;743;91.86;7;6;10;0
2;1018;55.13;11;3;5;4
4;424;70.7;9;2;7;0
6;1193;86.25;19;9;9;1
6;1404;24.37;9;9;9;2
1;1427;62.83;15;1;4;1
6;636;19.5;29;2;4;3
4;508;49.55;21;11;8;1
1;425;61.08;23;4;4;3
4;1221;74.18;16;11;9;0
5;149;50.54;14;6;5;0
5;695;64.68;15;9;6;2
5;793;68.94;5;2;2;5
2;206;11.87;11;3;3;2
6;962;95.67;30;4;9;3
5;472;87.73;18;4;9;2
3;1174;8.59;27;2;10;1
6;1468;3.12;24;8;3;5
1;153;21.1;16;5;10;1
1;306;2.19;5;7;5;5
5;1379;60.97;7;9;4;1
1;1870;45.17;19;5;10;2
6;1481;25.41;4;4;3;0
2;1190;1.67;13;7;5;5
4;115;92.24;24;0;0;4
3;1411;53.09;3;4;1;0
1;1337;89.06;8;1;7;2
5;20;51.68;12;8;0;5
2;340;12.4;23;10;9;3
2;1026;67.98;20;10;2;3
3;192;29.38;22;1;5;0
5;1150;46.87;20;11;0;0
6;949;42.02;23;8;10;5
3;104;1.24;19;1;3;5
6;1272;52.67;30;6;7;2
4;1531;42.4;6;8;9;2
3;83;16.18;15;8;7;5
6;704;79.84;24;6;3;3
6;81;27.28;26;7;10;0
1;621;94.6;11;4;10;4
6;230;88.94;5;10;9;2
2;1054;10.5;19;5;1;5
6;523;49.78;25;8;8;2
6;583;27.65;6;5;5;3
2;1229;41.43;19;10;9;3
3;1421;26.28;27;8;10;2
3;593;98.85;25;9;9;1
6;271;88.9;30;0;5;4
6;1153;39.27;15;8;10;4
6;1501;22.03;26;5;9;0
3;270;0.01;5;8;3;4
1;781;64.93;3;6;4;2
4;1746;28.68;17;2;0;0
6;608;59.1;8;5;4;0
4;448;87.68;16;9;6;0
6;1822;57.72;30;1;2;0
6;1049;58.56;30;0;6;4
4;1117;88.15;14;8;10;2
4;128;21.96;21;11;3;4
3;300;74.06;27;3;2;3
3;953;76.44;17;3;7;3
3;202;9.53;16;2;10;3
1;1690;87.01;6;5;1;2
5;1199;48.08;28;5;8;1
3;1410;52.94;9;2;4;4
6;537;48.48;15;3;9;3
1;1787;55.1;10;5;4;0
3;539;83.81;5;0;1;1
6;635;27.31;22;0;8;5
2;754;62.81;29;6;2;2
2;1726;13.73;25;7;4;2
5;1186;3.16;22;8;0;5
6;443;95.89;10;11;6;2
2;1596;17;2;4;1;3
4;299;58.5;24;5;0;4
4;783;15.91;17;6;4;5
3;1140;71.15;4;9;7;5
2;1360;0.71;7;1;4;4
6;1870;86.5;29;10;9;2
5;1641;3.49;13;9;2;5
5;171;38.04;4;11;7;1
5;1313;37.81;30;4;4;3
1;676;38.68;29;6;0;1
6;854;59.89;27;10;1;1
1;211;7.52;22;2;7;5
5;357;42.49;21;11;5;5
6;112;58.74;19;4;3;4
6;96;89.12;18;3;6;4
1;1365;20.66;26;5;0;5
5;1741;48.79;13;3;5;0
1;558;18.91;27;6;6;3
2;1209;85.23;5;11;9;0
2;1613;13.38;29;9;5;4
5;883;63.48;29;4;2;4
3;1337;67.24;2;0;10;3
2;255;18.79;23;8;0;0
6;577;26.47;21;4;4;5
5;187;60.73;8;11;3;5
4;503;31.46;17;11;5;3
6;21;94.03;23;11;4;0
6;1228;13.49;15;5;6;1
4;542;48.24;6;4;8;4
3;29;84.84;4;7;7;1
1;1634;61.38;18;2;5;0
6;739;63.5;8;6;10;5
1;1542;32.9;5;2;0;0
3;1597;15.63;26;3;8;3
6;237;31.9;27;7;3;2
4;1306;27.11;18;11;4;5
2;276;89.96;14;2;5;0
5;188;12.86;25;2;0;4
2;1124;47.25;5;4;7;0
5;463;31.2;25;6;6;1
5;1478;61.52;28;1;0;2
3;896;17.97;16;4;5;2
6;609;14.15;2;11;10;4
6;44;3.51;7;1;9;5
4;473;39.78;4;2;1;1
1;425;17.7;12;4;4;5
6;513;77.98;28;8;0;2
3;766;23.2;30;3;2;1
3;655;58.06;22;7;9;1
3;1193;53.71;8;10;3;4
1;1765;31.31;16;1;2;1
5;253;27.13;17;10;4;1
3;254;78.73;14;10;1;2
5;1602;65.03;15;2;3;1
5;160;18.2;29;4;5;1
4;1485;59.32;10;6;5;1
6;180;90.97;30;9;9;5
2;1466;96.97;28;7;5;2
1;96;9.54;15;4;9;1
1;1331;72.14;6;10;6;5
2;1352;48.38;3;6;8;0
1;1236;66.43;29;4;2;5
5;1315;50.28;20;9;6;2
6;1777;9.55;26;5;1;4
6;452;12.42;8;6;3;0
3;1346;35.83;3;11;1;0
2;491;101.11;27;3;0;0
2;1329;52.74;17;9;7;1
4;344;83.91;17;1;4;4
5;633;24.94;22;2;9;0
6;186;48.42;20;6;8;4
4;925;64.72;8;3;1;5
5;406;12.28;16;1;4;5
1;609;98.62;9;4;6;0
6;1225;10.95;18;3;1;5
6;1054;49.48;30;8;9;0
6;1212;98.56;25;2;8;5
4;1626;62.78;11;11;10;3
4;1574;62.22;6;5;7;0
2;1062;28.44;24;1;8;4
3;394;54.21;9;1;9;3
6;1000;48.88;27;4;5;3
2;677;31.67;13;5;0;3
4;1237;72.55;14;5;4;3
2;911;96.58;11;11;10;2
2;507;43.47;13;1;3;3
6;620;61.35;12;6;8;4
4;494;34.42;18;8;2;5
2;1774;16.1;22;11;2;0
4;1042;27.51;21;7;1;5
5;346;46.89;7;11;3;3
1;1447;8.4;14;7;8;3
6;685;85.74;25;7;6;5
5;532;75.98;23;9;10;2
3;743;63.9;21;5;5;0
4;75;47.17;8;3;3;3
1;1327;95.77;12;7;8;2
1;1535;8.39;30;7;1;2
1;1061;96.04;13;0;6;4
1;564;74.7;1;1;0;4
1;1364;65.92;13;0;2;0
1;834;14.8;1;6;2;4
3;803;94.16;16;7;3;4
6;1818;43.94;9;0;10;1
2;60;8.75;29;6;3;4
4;1114;42.21;21;3;7;5
4;396;101.42;8;5;5;0
5;545;14.5;13;5;10;4
3;1491;70.21;2;10;10;4
5;17;97.2;10;9;4;0
6;700;51.61;17;0;6;2
6;1539;69.25;20;2;1;0
5;1602;80.95;18;11;1;5
4;262;5.26;16;7;4;1
3;620;94.71;2;6;7;5
2;1347;54.19;8;1;2;0
2;725;70.26;29;9;1;2
4;415;10.96;14;7;0;3
2;1691;45.52;22;10;4;4
3;121;89.44;16;10;3;3
4;229;87.45;12;0;7;2
4;719;66.08;3;11;2;0
1;1232;80.39;29;5;6;5
3;1229;83.45;24;1;6;2
5;583;60.9;26;8;9;5
1;543;72.62;27;0;3;0
5;223;37.47;7;7;1;2
6;1485;78.43;29;6;2;4
2;31;60.42;4;11;10;4
3;1758;24.52;9;4;3;3
2;543;2.17;18;8;4;2
2;735;10.05;18;11;9;5
1;965;53.14;27;5;7;3
2;1311;58.79;16;0;3;4
5;189;3.27;27;7;0;5
1;1613;58.33;4;7;9;5
6;111;48.71;1;0;7;0
6;1666;23.74;29;9;2;1
6;1286;50.39;5;9;8;1
6;1778;2.74;5;10;2;1
3;18;51.67;6;8;1;1
4;1249;101.87;30;5;9;1
2;1642;97.72;12;10;5;0
3;988;33.21;15;4;1;1
2;712;51.1;15;9;10;1
5;2;58.51;14;0;7;3
3;748;95.37;13;9;8;4
4;653;88.55;25;5;9;1
6;466;78.16;13;2;6;3
4;412;18.01;21;10;7;3
4;354;18.71;8;4;7;5
1;703;69.5;23;9;1;5
6;1667;95.96;30;8;4;1
3;697;5.69;24;11;0;3
5;1834;92.16;14;2;4;3
4;530;70.65;13;7;1;0
4;1496;20.63;13;0;7;3
6;932;69.68;6;10;3;5
3;1132;98.49;13;10;0;4
2;775;33.13;1;10;1;3
1;324;69.23;22;7;6;5
1;1300;81.47;18;2;9;4
4;1041;16.4;11;1;7;3
3;857;18.77;7;11;4;3
3;144;11.32;2;5;8;3
2;1172;20.14;21;9;1;0
1;1127;25.39;19;6;10;0
6;101;98.89;8;11;1;2
6;1178;95.57;1;7;1;5
1;330;71.77;27;1;8;0
2;647;18.63;17;7;2;1
4;969;73.91;2;9;5;3
5;503;99.73;17;1;6;5
1;726;46.36;24;6;2;4
1;1862;96.66;2;3;6;1
1;281;2.94;4;0;3;2
1;453;21.51;20;5;2;1
6;787;46.8;1;8;4;5
4;1399;2.19;22;10;1;1
6;1475;77.34;27;6;1;3
3;97;10.92;26;4;3;5
1;923;24.14;11;10;4;5
2;326;67.12;1;3;10;5
5;1070;56.52;18;1;7;1
5;860;8.48;10;4;6;5
3;1396;42.74;10;0;5;3
4;1773;73.58;7;1;3;4
2;1090;23.32;2;4;5;2
6;568;69.35;8;10;7;2
1;645;41.56;14;9;9;1
2;1170;71.25;19;10;0;2
3;234;61.59;7;10;8;5
2;1313;7.14;12;4;2;4
4;32;27.19;27;0;4;5
3;1137;5.63;4;3;1;0
4;1385;72.22;19;11;9;0
5;119;47.13;20;8;9;4
4;1641;39.28;24;11;9;2
6;1128;22.81;10;0;4;5
6;384;78.63;23;2;3;4
6;1736;73.88;24;0;10;3
3;290;61.31;26;10;2;2
4;199;17.16;30;5;4;1
6;1788;46.68;29;11;2;3
5;559;7.52;25;8;6;5
4;1730;79.09;4;7;5;0
4;447;73.86;25;2;10;5
3;462;5.51;7;4;10;3
5;393;36.24;30;0;6;0
4;1780;36.04;11;5;7;2
5;1507;86.96;13;11;4;1
6;1759;83.55;7;11;5;0
3;1635;15.99;19;0;7;5
2;594;26.08;20;10;5;5
1;1293;100.15;7;6;2;2
2;376;16.95;16;11;9;1
6;264;66.12;29;0;0;2
4;660;19.85;3;5;7;5
6;581;94.55;29;2;4;5
4;1281;87.97;17;6;2;3
2;1489;59.51;9;0;0;5
3;393;31.27;26;6;3;0
2;489;36.84;6;1;9;4
1;1591;6.9;28;3;6;1
4;1806;34.7;17;9;1;2
5;1129;21.37;10;10;8;0
1;1721;42.28;23;7;6;2
5;1570;96.54;7;7;5;1
6;1058;64.13;28;8;9;1
2;241;96.16;13;2;3;3
2;169;89.44;18;8;2;4
4;912;11.15;13;7;1;4
4;774;19.67;8;4;9;3
4;1642;100.67;26;11;1;0
6;1741;10.15;25;9;5;1
6;711;45.04;14;4;5;0
1;487;59.05;27;4;8;1
4;510;27.57;6;10;6;5
1;1325;52.24;12;2;9;3
2;1424;71.74;17;9;6;3
6;322;35.62;20;0;3;0
5;929;102.57;15;4;7;5
6;799;63.88;7;0;7;4
5;207;95.83;4;6;5;1
1;970;39;27;8;0;1
1;643;58.85;7;3;7;2
4;1091;18.69;7;6;1;0
3;782;96.05;15;11;5;5
4;856;56.6;24;8;6;3
6;492;52.83;4;6;9;5
3;1356;90.82;8;4;4;3
5;24;54.92;14;1;1;5
2;1179;60.81;21;8;10;5
1;1393;35.46;11;2;1;1
2;811;47.55;7;3;2;0
2;1767;63.6;7;10;4;1
3;637;36.43;25;2;8;5
6;4;12.22;17;1;2;2
4;266;58.81;1;9;1;3
6;514;23.13;5;7;10;5
5;1252;34.44;14;4;0;5
5;1804;94.45;19;7;3;2
2;548;59.27;4;7;2;2
6;1648;53.62;13;3;7;1
3;760;72.69;9;7;0;0
1;1668;33.12;10;3;3;5
6;470;13.72;19;1;8;2
1;1427;62.38;4;2;1;2
4;6;83.45;8;11;0;4
2;1484;21.08;4;3;9;0
2;715;0.04;29;5;10;0
1;593;4.56;5;11;10;5
2;863;91.76;15;0;8;3
1;1062;70.13;16;11;7;1
6;374;31.88;29;4;2;1
3;988;64.09;10;5;0;2
4;388;88.06;12;10;6;5
6;121;89.49;10;9;4;0
6;120;51.83;15;1;3;1
3;1677;16.84;9;4;5;5
1;1345;58.57;22;3;3;5
4;219;13.27;7;3;4;2
1;1139;63.08;30;10;6;4
1;1239;23.68;13;7;10;3
5;1809;75.34;5;7;10;4
6;54;63.89;25;7;7;2
3;63;95.66;29;9;7;5
2;1081;103.6;6;5;6;3
3;1702;15.11;8;2;9;4
4;224;94.85;3;5;0;0
3;636;59.07;7;11;2;4
1;1378;41.51;28;5;6;1
5;1754;41.72;21;6;10;2
1;287;56.58;3;4;9;2
1;1104;23.23;7;1;5;2
4;312;49.26;24;4;2;4
4;1757;27.61;19;1;1;5
2;1178;60.08;25;2;10;0
5;1753;41.42;20;11;10;2
6;670;53.34;20;8;8;4
1;439;49.68;5;10;7;5
4;643;22.72;30;8;4;4
5;1179;13.15;25;11;7;5
4;441;91.17;16;11;9;4
3;293;5.58;12;1;4;0
6;120;14.74;12;8;2;4
6;1719;7.57;12;9;6;1
1;869;70.98;9;9;5;4
5;1762;35.51;1;8;0;3
3;919;34.76;21;3;2;0
4;1659;60.43;13;4;0;2
3;1227;91.83;15;9;6;2
4;85;15.74;12;7;10;0
6;266;43.3;9;8;8;5
6;1414;48.51;21;5;6;1
4;983;86.23;7;11;6;0
3;257;58.76;3;9;4;5
1;1307;34.17;7;1;9;2
5;1557;3.08;26;5;4;5
1;108;39.65;27;9;8;0
3;738;31.56;29;5;5;1
5;914;97.91;5;4;9;0
2;1653;67.7;21;11;3;0
4;1350;71.62;27;1;3;5
6;1900;71.38;15;2;2;5
3;360;44.59;14;4;7;2
1;1161;67.87;13;8;7;2
4;976;61.93;29;8;6;5
5;1410;94.79;14;1;9;3
6;1531;78.55;30;0;0;2
2;1179;28.06;17;9;7;5
3;488;85.04;12;3;2;1
1;712;79.84;10;0;7;5
3;1294;12.19;28;2;2;1
2;457;94.65;9;2;6;0
6;430;78.51;17;4;7;1
1;1241;90.92;26;9;3;3
1;263;101.38;13;11;6;3
3;1414;10.17;7;2;9;3
5;932;67.98;17;6;1;2
6;1516;2.25;3;8;9;5
6;376;51.86;14;11;9;3
1;154;40.34;5;8;6;1
4;1465;20.73;10;8;7;1
1;191;10.92;30;3;5;3
3;279;23.9;8;11;5;1
3;584;17.85;27;7;2;3
6;1291;18.66;24;10;2;1
2;1059;16.97;12;2;1;4
6;387;66.77;12;11;2;2
6;1703;89.27;18;2;5;4
5;692;29.39;17;0;5;5
5;508;82.64;29;9;6;0
4;956;93.84;24;10;8;1
2;1370;95.17;23;8;10;4
3;642;24.65;30;10;4;5
5;269;59.97;14;8;7;2
2;1386;54.93;13;11;3;5
5;514;96.88;5;2;2;1
6;996;83.99;4;11;4;1
5;243;26.64;8;1;10;2
3;370;100.62;14;0;4;1
5;1264;53.97;10;0;8;2
3;381;86.87;3;1;1;0
6;1117;79.83;1;5;0;4
1;187;83.66;9;9;0;3
2;618;60.92;5;4;8;2
4;781;43.82;19;1;5;0
5;1613;6.77;9;4;3;5
3;624;90.04;29;10;9;1
2;913;42;4;9;9;1
1;1372;45.92;23;5;3;1
5;183;18.39;6;4;3;1
2;1406;93.63;23;4;3;0
3;1127;46.04;8;7;4;0
2;379;5.8;16;0;4;2
2;126;74.69;13;5;1;5
1;214;5.6;4;10;1;1
3;966;29.16;2;11;9;0
1;1546;10.26;30;9;7;1
5;823;60.09;9;4;7;2
1;228;18.05;27;11;2;5
2;382;90.76;27;10;7;4
4;13;63.88;3;7;9;3
3;688;101.8;16;2;7;4
2;897;64.37;21;3;6;4
6;1292;61.95;6;0;7;5
1;1872;53.68;23;1;0;1
3;925;29.19;19;4;8;5
6;1810;80.29;29;0;10;3
5;1724;55.36;17;11;4;3
1;129;15.28;1;7;4;0
2;1562;51.5;3;2;9;1
5;960;42.74;7;7;2;3
5;885;41.78;19;4;0;0
2;1319;89.8;11;1;10;2
4;1352;9.68;9;0;8;4
3;791;99.98;24;8;0;5
5;625;62.13;24;0;4;1
4;705;97.88;25;2;3;0
4;663;75.96;2;0;3;5
4;1597;31.7;27;1;8;2
3;85;64.12;23;8;1;2
4;1160;33.32;24;9;5;2
3;269;64.24;8;10;3;0
4;1081;71.14;29;10;8;1
5;1444;3.28;1;4;4;1
4;1077;56.33;30;8;10;3
2;1417;4.44;7;11;6;0
1;457;42.53;4;2;8;3
2;1356;5.08;1;1;10;0
1;1335;35.01;10;0;0;0
1;1454;45.18;11;4;7;1
6;1585;28.34;9;9;0;3
4;1106;41.78;5;0;7;1
5;417;80.91;18;0;5;5
6;23;41.22;15;8;7;3
1;1696;64.81;28;6;0;4
1;1255;47.6;23;2;6;4
4;1253;13.49;2;6;7;4
1;1178;78.85;4;0;7;5
5;1242;33.36;28;3;6;0
1;829;3.73;30;6;3;0
3;662;35.36;24;8;2;5
6;647;79.52;21;10;7;5
2;159;34.41;19;7;2;5
3;672;98.14;18;1;5;3
6;1113;87.33;9;7;0;2
6;1718;48.31;15;1;5;1
1;1746;30.52;26;10;9;2
3;794;33.35;21;4;10;5
2;908;13.1;4;9;0;3
5;293;39.22;24;3;10;4
2;1001;23.01;6;6;9;1
6;1490;52.87;14;8;10;4
2;1416;46.37;23;0;5;4
1;582;79.16;1;8;1;3
3;1277;40.78;9;11;2;2
1;1771;23.61;8;8;9;4
6;947;81.54;30;1;7;2
5;641;91.97;4;11;6;4
3;316;61.95;19;8;9;0
1;1415;63.04;2;1;2;5
3;69;56.09;11;4;5;1
4;331;60.2;29;8;9;2
1;1666;56.95;28;3;10;5
2;1449;50.06;28;10;7;1
5;256;24.35;2;8;9;3
5;65;68.06;2;1;2;2
2;262;33.01;4;11;1;3
1;1478;39.59;29;6;1;2
1;1283;48.39;16;3;6;1
5;96;2.53;17;11;0;3
1;1386;33.47;28;5;1;1
3;1599;54.04;8;1;10;4
6;783;67.91;26;1;9;1
1;718;59.2;3;2;0;5
6;662;69.81;7;7;8;2
3;512;90.8;27;6;5;1
4;490;32.4;19;0;10;5
1;469;67.3;11;0;10;1
1;1348;11.3;12;8;3;4
3;927;60.76;22;9;8;3
2;1173;43.23;1;7;2;2
3;1535;75.2;17;6;5;2
6;1037;27.9;9;9;8;1
2;594;78.41;4;1;1;4
3;220;8.28;1;0;1;3
1;1381;57.61;21;4;9;1
6;118;99.14;27;11;2;2
5;665;28.77;19;3;6;5
2;1543;63.66;13;8;6;0
3;327;95.99;2;7;6;5
5;208;52;28;10;8;4
6;1154;48;10;9;7;5
3;303;21.79;20;7;8;0
6;1555;4.62;17;9;9;4
4;612;34.09;18;2;7;5
5;230;84.68;12;0;1;1
5;251;99.13;4;2;5;1
6;1320;38.59;7;3;8;0
3;1182;17.3;29;11;9;2
3;576;46.83;28;8;1;3
6;1511;49.13;29;2;3;0
4;55;24.13;5;10;9;1
4;861;43.34;18;7;8;0
4;352;3.76;21;2;3;1
6;750;12.72;16;1;1;5
1;397;51.88;8;8;0;1
5;1038;8.8;2;5;3;1
2;1496;44.15;3;1;8;0
5;1744;45.22;29;3;2;5
4;503;2.12;2;6;4;0
5;1872;52.43;15;5;2;3
2;648;21.83;6;2;6;0
3;274;69.23;27;9;6;0
3;1776;7.68;24;5;8;1
1;700;53.06;9;4;8;1
4;1560;73.87;29;1;1;4
6;788;61.68;15;2;5;4
5;182;35.69;5;5;10;1
6;287;47.22;21;4;0;2
3;961;11.56;21;10;9;3
3;113;35.71;11;1;6;4
3;753;28.69;3;8;3;5
2;365;25.22;18;9;8;3
6;772;15.78;26;5;8;5
3;1074;56.58;8;7;1;1
3;156;45.67;27;6;9;4
1;370;15.95;11;5;0;4
1;878;97.88;25;4;1;0
1;1731;55.9;14;7;1;2
2;67;85.49;6;0;3;3
1;714;36.99;7;0;2;1
2;1409;29.06;23;2;9;2
1;697;65.37;14;8;7;3
1;444;73.23;16;6;3;5
1;1318;80.49;2;9;7;3
3;1068;89.46;7;0;0;5
2;1292;84.72;14;9;3;0
3;539;6.86;25;10;6;2
2;578;66.9;13;5;0;3
2;1143;14.05;7;6;7;5
2;1604;89.02;19;6;7;3
6;304;58.55;14;2;3;1
2;490;84.03;25;10;2;0
2;693;79.79;27;11;9;3
6;509;78.02;21;8;3;4
4;1027;64.44;8;11;2;5
5;178;95.81;17;8;1;4
5;1054;13.78;30;8;1;3
5;1522;92.19;22;6;6;1
6;1119;86.48;29;0;1;0
2;755;31.35;21;11;10;4
2;599;50.55;7;9;5;5
2;1782;47.98;5;3;3;3
4;1053;62.15;24;10;7;0
3;246;72.37;12;4;3;4
3;512;41.72;21;10;2;5
2;324;60.31;13;9;5;3
3;1859;43.6;7;5;8;0
6;20;45.21;8;4;6;1
5;1325;57.07;16;11;9;1
5;1292;86.41;7;11;0;5
3;1073;3.89;18;9;8;1
2;666;97.01;14;6;10;2
6;334;0.63;10;1;3;3
5;1499;15.79;26;5;7;3
6;204;70.16;28;7;1;4
1;1687;79.77;10;1;6;1
5;320;90.96;19;3;2;2
4;1505;78.53;17;6;2;0
1;601;77.54;24;0;9;4
1;282;68.42;23;11;3;2
3;256;4.8;19;4;6;2
5;1289;53.95;26;2;7;2
4;1169;30.16;30;9;0;3
3;882;65.31;3;4;9;1
2;662;54.85;27;7;3;4
3;124;91.84;4;10;4;5
5;1689;21.49;6;5;0;5
6;640;11.54;19;0;10;0
6;1348;72.11;22;11;9;2
1;901;24.65;29;1;5;3
5;166;28.81;2;2;4;0
1;1437;81.75;19;2;7;4
6;1272;56.78;21;0;4;0
6;40;84.23;17;4;2;2
4;845;44.65;4;4;0;2
1;982;70.77;13;3;5;0
3;1179;60.99;8;2;9;5
5;1176;81.72;12;11;9;3
5;1493;61.72;25;7;6;3
3;1592;61.09;6;5;1;1
2;1569;62.07;30;9;3;4
1;359;14.27;11;3;6;4
2;1055;79.9;8;3;4;5
2;1172;59.46;28;1;3;5
3;1679;44.46;30;0;9;5
5;90;62.65;23;2;1;0
1;1540;31.18;21;3;1;4
3;1754;90.95;6;5;6;0
3;1690;88.72;19;6;4;0
6;839;68.4;22;3;0;3
1;100;81.68;7;3;3;3
1;896;91.81;7;5;7;1
6;1271;31.7;3;4;3;3
4;1593;7.71;12;5;5;2
6;570;48.22;29;10;4;5
6;1323;21.92;21;4;3;0
1;510;68.94;12;3;9;5
5;1645;70.73;13;6;5;0
2;1360;71.38;14;11;9;5
1;1383;32.33;13;3;9;1
3;762;73.13;9;3;1;3
4;832;32.89;13;5;9;5
3;1419;34.72;20;1;4;2
1;748;55.01;9;2;7;2
3;807;5.17;29;10;4;1
3;400;70.42;18;3;7;5
5;1089;11.7;1;2;0;1
1;454;94.25;1;0;10;5
3;130;15.86;19;9;10;4
2;1070;21.92;18;0;4;1
2;1876;13.89;18;10;0;2
2;67;26.96;30;10;6;3
4;1421;72;2;11;2;2
6;1774;75.65;25;1;0;4
6;1281;80.08;9;3;9;4
2;865;19.38;23;5;4;5
4;548;56.82;12;9;1;2
1;666;6.6;6;7;7;0
4;910;26.35;17;8;0;3
4;1708;67.99;27;5;10;1
6;873;73.64;9;1;7;5
4;633;60.52;5;11;2;3
4;268;4.86;27;5;4;5
4;78;47.48;26;6;10;3
2;646;69.87;23;9;1;0
3;1545;14.22;18;0;3;0
2;658;78.92;26;7;7;3
3;1052;5.05;28;4;5;2
1;157;90.21;27;1;10;1
3;874;94.1;3;2;1;4
1;129;54.25;13;6;2;2
2;997;43.16;17;8;10;2
4;560;24.54;30;6;5;0
4;360;90.31;4;9;9;3
3;321;26.83;21;10;9;2
5;1659;35.68;22;3;7;3
2;1612;74.13;3;4;7;4
5;1711;16.58;1;7;10;3
3;509;8.54;3;8;2;3
4;678;16.27;11;2;5;5
3;67;93.59;9;0;8;0
1;1355;95.61;5;3;1;0
2;881;17.31;1;0;6;3
3;967;21.26;14;0;3;3
1;602;48.65;10;5;2;0
6;1408;7.59;24;8;7;1
4;202;98.82;29;3;6;5
1;832;8.44;4;0;10;2
1;879;61.99;27;5;7;1
3;61;50.82;12;4;8;5
3;1473;16.49;18;8;4;4
5;206;37.07;30;11;6;4
4;1103;103.02;15;8;10;5
1;10;93.06;3;11;3;2
6;843;57.46;5;8;9;5
2;1560;65.65;10;6;7;3
3;362;18.92;6;8;6;1
1;1354;92.11;19;10;2;1
4;29;44.15;2;8;9;1
1;1217;44.45;10;7;8;1
6;1206;4.72;18;8;7;5
3;1483;50.27;17;3;8;4
2;820;94.49;24;2;3;1
5;714;21.82;28;3;2;2
4;288;53.52;12;3;7;1
1;1406;37.53;4;4;4;2
1;367;12.4;7;10;6;0
2;592;84.41;23;0;0;5
6;299;10.59;9;0;5;3
5;28;13.1;3;6;2;4
